time (PST),air temperature (C),relative humidity (%),wind speed (m/s),wind direction (deg),wind gust (m/s),rain mean (mm),fog drip mean,rain sum (mm),fog drip sum,rain cumsum (mm),fog cumsum (mm)
2003-12-31,10.798175675675676,75.36918918918919,2.571722972972973,217.69327702702702,3.8246959459459458,0.002027027027027027,0.28666216216216217,0.6000000000000001,84.852,0.6000000000000001,84.852
2004-01-31,11.43388440860215,69.38224462365591,1.7872849462365592,266.19020161290325,2.744959677419355,0.0005376344086021505,0.019008064516129033,0.4,14.142000000000001,1.0,98.994
2004-02-29,10.967801724137932,71.08100574712644,2.3404166666666666,271.3185488505747,3.548074712643678,0.0031609195402298854,0.19641666666666668,2.2,136.70600000000002,3.2,235.70000000000002
2004-03-31,14.259663978494624,74.32325268817205,1.9354679032258064,275.86948924731183,2.9091666666666667,0.0005376344086021505,0.09504032258064517,0.4,70.71000000000001,3.6,306.41
2004-04-30,13.76215607401448,73.53726065969428,2.342872083668544,296.3820514883347,2.894312148028962,0.0,0.003792437650844731,0.0,9.428,3.6,315.838
2004-05-31,14.432486559139786,75.55977486559141,2.5166834677419354,301.5046135752688,3.0328494623655913,0.0,0.0,0.0,0.0,3.6,315.838
2004-06-30,13.795347222222222,86.41315972222222,2.0796944444444447,280.7297708333333,2.563173611111111,0.0,0.0,0.0,0.0,3.6,315.838
2004-07-31,15.430356182795698,84.44493279569892,1.9588508064516128,296.96712701612904,2.4271505376344087,0.0,0.004752016129032258,0.0,14.142000000000001,0.0,14.142000000000001
2004-08-31,15.974405241935484,86.2887936827957,1.7889146505376345,271.5563004032258,2.2876243279569892,0.0,0.009504032258064517,0.0,28.284000000000002,0.0,42.426
2004-09-30,18.672809027777777,68.33134375,1.8874270833333333,263.3635902777778,2.398107638888889,0.0001388888888888889,0.0032736111111111113,0.4,9.428,0.4,51.854000000000006
2004-10-31,14.951804008908685,79.23292873051224,1.7613752783964365,264.5838530066815,2.2682906458797327,0.0006124721603563475,0.031496659242761696,1.1,56.568000000000005,1.5,108.42200000000001
2004-11-30,13.157614583333334,68.48797222222221,1.6722152777777777,252.34918956521742,2.2413843478260866,0.005982608695652173,0.05902747826086957,17.2,169.704,18.7,278.12600000000003
2004-12-31,13.429805107526882,61.783911290322585,2.244173387096774,205.1130040322581,3.021727150537634,0.051814516129032255,3.304233198924731,154.2,9833.398,172.89999999999998,10111.524
2005-01-31,13.170245295698924,68.04235551075269,1.8879973118279572,213.34441532258063,2.620211693548387,0.014818548387096774,5.390368951612903,44.1,16041.738,216.99999999999997,26153.262
2005-02-28,12.347537202380952,77.35863467261905,2.524735863095238,217.95536458333333,3.3662388392857148,0.048065476190476186,2.4324077380952382,129.2,6538.312,346.19999999999993,32691.574
2005-03-31,12.325863575268816,81.04795362903225,1.9876108870967741,264.7460114247312,2.6515120967741934,0.0198252688172043,1.9499086021505376,59.0,5802.928,405.19999999999993,38494.502
2005-04-30,12.070309027777776,76.26994097222222,2.305951388888889,278.11496527777774,2.9285868055555557,0.0028125,0.5041368055555555,8.1,1451.914,413.29999999999995,39946.416
2005-05-31,13.323776881720429,85.86382728494624,2.203652553763441,287.5805880376344,2.7497043010752686,0.0026545698924731183,0.8585309139784947,7.8999999999999995,2554.9880000000003,421.19999999999993,42501.403999999995
2005-06-30,12.65842013888889,90.07859027777778,2.3406597222222225,300.4186284722222,2.8572361111111113,0.00038194444444444446,1.2128729166666667,1.1,3493.074,422.29999999999995,45994.477999999996
2005-07-31,15.341629704301075,88.08724126344086,1.7953662634408603,272.5459811827957,2.266122311827957,0.00023521505376344087,2.0481189516129032,0.7000000000000001,6095.202,0.7000000000000001,6095.202
2005-08-31,16.576700268817206,83.78065188172043,1.3313172043010753,243.49338373655917,1.8370396505376343,0.00036962365591397853,1.0359395161290323,1.1,3082.956,1.8000000000000003,9178.158
2005-09-30,15.301770833333332,81.15601041666666,1.9137187500000001,277.09877083333333,2.4423958333333333,0.000798611111111111,0.27007291666666666,2.3,777.8100000000001,4.1,9955.968
2005-10-31,15.434092741935483,73.99026881720431,1.6332426075268816,241.5746169354839,2.207698252688172,0.00342741935483871,1.3654126344086022,10.200000000000001,4063.4680000000003,14.3,14019.436000000002
2005-11-30,16.059246527777777,60.031597222222224,2.1797395833333333,235.33545833333332,2.861121527777778,0.005486111111111112,1.839771527777778,15.8,5298.542,30.1,19317.978000000003
2005-12-31,13.161827956989248,69.49002016129032,1.8072345430107526,241.59828965053765,2.449314516129032,0.006989247311827957,2.331654569892473,20.8,6939.004,50.900000000000006,26256.982
2006-01-31,12.354556451612904,68.0705813172043,2.2629401881720432,250.3741397849462,2.999314516129032,0.016969086021505375,4.254634408602151,50.5,12661.792,101.4,38918.774000000005
2006-02-28,13.09710193452381,59.07880580357143,1.954717261904762,231.1980729166667,2.6460751488095235,0.022395833333333334,0.41563169642857145,60.2,1117.218,161.60000000000002,40035.992
2006-03-31,9.186895161290323,82.7615557795699,2.3245967741935485,262.72980174731185,3.029630376344086,0.03040994623655914,1.6711263440860216,90.5,4973.272,252.10000000000002,45009.264
2006-04-30,11.33142013888889,84.48718402777777,2.0104826388888886,236.2193611111111,2.6300381944444444,0.030590277777777782,2.3619145833333333,88.10000000000001,6802.314,340.20000000000005,51811.578
2006-05-31,12.583175403225805,90.13639448924731,1.8856854838709678,235.3928125,2.4447076612903227,0.008501344086021505,2.0306962365591397,25.3,6043.352,365.5,57854.93
2006-06-30,14.894350694444446,85.23777777777778,2.318833333333333,270.0263611111111,2.8567743055555557,0.00017361111111111112,0.9133375000000001,0.5,2630.4120000000003,366.0,60485.342000000004
2006-07-31,18.601935483870967,78.17730846774194,1.7472715053763441,225.0322244623656,2.279459005376344,0.00010080645161290324,0.3991693548387097,0.30000000000000004,1187.928,0.30000000000000004,1187.928
2006-08-31,15.945332661290323,85.33955645161289,2.148891129032258,278.5373252688172,2.6869153225806452,6.720430107526882e-05,0.3516491935483871,0.2,1046.508,0.5,2234.436
2006-09-30,15.69757986111111,81.00938888888889,2.255564236111111,265.1883611111111,2.8122430555555558,0.00010416666666666669,0.34700277777777777,0.30000000000000004,999.368,0.8,3233.804
2006-10-31,15.86635752688172,68.59946001344086,1.7974176747311827,234.16482426075268,2.4108951612903224,0.0008736559139784947,0.011088037634408604,2.6,32.998000000000005,3.4000000000000004,3266.802
2006-11-30,14.998442708333332,68.93885416666666,2.010740625,258.1826263888889,2.651768402777778,0.002361111111111111,0.6498118055555556,6.8,1871.458,10.2,5138.26
2006-12-31,13.370581989247311,56.13442708333333,1.298908938172043,200.07927251344088,2.016568548387097,0.006955645161290322,0.3326418010752688,20.7,989.942,30.9,6128.202
2007-01-31,11.079770833333333,58.75159106182795,1.7641367924528302,204.42385719086022,2.1273978494623655,0.015860215053763442,1.967334677419355,47.2,5854.7880000000005,78.1,11982.990000000002
2007-02-28,11.724234834387794,76.15155563825829,,253.77024674358023,2.4835530331224414,0.001935243766282099,0.6578920729438036,5.2,1767.756,83.3,13750.746000000001
2007-03-31,13.016414986559141,69.82827284946237,,237.52614045698925,2.5600003360215053,0.0006720430107526882,0.7128024193548388,2.0,2121.3,85.3,15872.046000000002
2007-04-30,11.235999305555556,84.25697222222222,,284.33112222222223,3.1967590277777775,0.007083333333333333,0.6563590277777778,20.4,1890.314,105.7,17762.36
2007-05-31,12.047896505376345,83.71895497311827,,267.2199731182796,2.837542674731183,0.00013440860215053763,0.28987298387096777,0.4,862.662,106.1,18625.022
2007-06-30,13.361611111111111,86.83361805555556,,271.49538194444443,2.834521875,0.00017361111111111112,0.6334437500000001,0.5,1824.3180000000002,106.6,20449.34
2007-07-31,15.1259028550241,88.27355580274379,,276.49437361008154,2.6800196514645904,0.00022238695329873984,1.537553743513714,0.6000000000000001,4148.320000000001,0.6000000000000001,4148.320000000001
2007-08-31,15.891313844086023,84.37991935483872,,290.36182123655914,2.8005144489247313,0.00020161290322580645,0.5052977150537634,0.6,1503.766,1.2000000000000002,5652.086000000001
2007-09-30,16.01926388888889,77.08531944444445,,257.5773916666667,3.105902083333333,0.0036805555555555554,0.2766208333333333,10.6,796.668,11.8,6448.754000000001
2007-10-31,15.892956989247313,66.54527889784946,,271.4061202956989,3.111813508064516,0.004032258064516129,0.5385618279569893,12.0,1602.76,23.799999999999997,8051.514000000001
2007-11-30,14.116187631763879,68.07528460997892,,227.58673858046382,1.948171117357695,0.0016865776528460997,0.9391560084328884,4.8,2672.838,28.599999999999998,10724.352
2007-12-31,,,,,,,,0.0,0.0,28.599999999999998,10724.352
2008-01-31,,,,,,,,0.0,0.0,28.599999999999998,10724.352
2008-02-29,13.955833333333334,67.75275862068965,,242.27433908045978,2.1605545977011498,0.00028735632183908046,0.0,0.1,0.0,28.7,10724.352
2008-03-31,11.708805107526883,68.07369623655914,,294.85248017473117,3.464595430107527,0.00023521505376344087,0.0,0.7000000000000001,0.0,29.4,10724.352
2008-04-30,12.461433333333334,67.42684375,,280.6832152777778,3.668867013888889,0.004722222222222222,0.03600972222222223,13.6,103.70800000000001,43.0,10828.060000000001
2008-05-31,12.181692876344087,78.32666666666667,,279.02591061827957,3.222223454301075,0.00026881720430107527,0.3104650537634409,0.8,923.9440000000001,43.8,11752.004
2008-06-30,14.878156249999998,74.624125,,273.86052777777775,3.3068069444444443,3.472222222222222e-05,0.5548770833333333,0.1,1598.046,43.9,13350.050000000001
2008-07-31,14.991770833333334,85.60617943548387,,256.933940188172,2.8677758736559142,0.00020161290322580648,1.015347446236559,0.6000000000000001,3021.674,0.6000000000000001,3021.674
2008-08-31,16.094257392473118,84.02557459677419,,249.61307795698926,2.256011424731183,0.0,0.6161780913978495,0.0,1833.746,0.6000000000000001,4855.42
2008-09-30,16.049378472222223,77.66398263888888,,265.6918923611111,2.5935284722222223,6.944444444444444e-05,0.2684361111111111,0.2,773.096,0.8,5628.516
2008-10-31,18.543907930107526,45.79053393817204,,252.4690309139785,2.626521505376344,0.00036962365591397853,0.15523252688172046,1.1,461.97200000000004,1.9000000000000001,6090.488
2008-11-30,16.20992013888889,59.882337500000006,,246.387615625,2.9480961805555554,0.016979166666666667,0.4092013888888889,48.9,1178.5,50.8,7268.988
2008-12-31,10.921561155913977,67.15811491935483,,255.4137940188172,2.7907950268817205,0.0167002688172043,1.6331162634408605,49.7,4860.154,100.5,12129.142
2009-01-31,15.402247647849462,39.839963037634405,,225.03735315860214,2.610841061827957,0.0030241935483870967,0.7302284946236559,9.0,2173.16,109.5,14302.302
2009-02-28,11.197941964285715,62.79351785714285,,225.29587500000002,2.843818824404762,0.024739583333333332,1.243390625,66.5,3342.234,176.0,17644.536
2009-03-31,11.218216397849462,68.46598790322581,,264.49199260752687,2.6459301075268815,0.002217741935483871,0.35798521505376346,6.6,1065.364,182.6,18709.9
2009-04-30,11.90226597222222,65.18520451388889,,258.75222222222226,3.4141885416666664,0.0010069444444444444,0.2242423611111111,2.9,645.818,185.5,19355.718
2009-05-31,11.810798051075269,81.15307123655914,,267.1348790322581,3.009267809139785,0.0010080645161290322,1.436692876344086,3.0,4275.598,188.5,23631.316
2009-06-30,13.202,83.41553819444445,,279.0747222222222,2.778721527777778,0.0016319444444444445,0.25861527777777776,4.7,744.812,193.2,24376.128
2009-07-31,14.556838037634408,80.92483534946237,,282.91480813172046,2.655358198924731,0.00013440860215053763,0.8347708333333335,0.4,2484.2780000000002,0.4,2484.2780000000002
2009-08-31,15.671491935483871,73.85521169354838,,238.11388776881722,2.346709677419355,0.00036962365591397853,0.9646592741935484,1.1,2870.826,1.5,5355.104
2009-09-30,18.343305555555556,66.04890486111111,,249.11868576388886,2.1890697916666664,0.00020833333333333337,0.2962618055555556,0.6000000000000001,853.234,2.1,6208.338000000001
2009-10-31,15.78697244623656,59.135078924544665,,248.00905577956988,2.8268074596774193,0.005376344086021506,0.2423528225806452,16.0,721.2420000000001,18.1,6929.58
2009-11-30,15.059145833333332,,,140.51554404145077,0.9382538860103626,3.472222222222222e-05,0.03273611111111111,0.1,94.28,18.200000000000003,7023.860000000001
2009-12-31,10.905994959677418,,,,,0.01478494623655914,1.9134818548387096,44.0,5694.522,62.2,12718.382000000001
2010-01-31,13.088615255376343,,,,,0.0394489247311828,2.200182795698925,117.4,6547.744,179.60000000000002,19266.126
2010-02-28,11.727730224321133,,,,,0.03854781582054309,4.8531546635183,65.3,8221.244,244.9,27487.370000000003
